Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
Netherlands,,Salamander,"Pieterse, Bastiaen"
Netherlands,,Susanna,"Lens, Christoffel"
Netherlands,,Hoop,"Hart, Daniel de"
Netherlands,1672-05-14T00:00:00Z,Phenix,"Amelius, Pieter"
Netherlands,,Gerechtigheid (a) Justitie,"Dijk, Laurens Jansen van"
Netherlands,,Asia,"Jansen, Jochem"
Netherlands,,Engel Gabriel,"Willekes, Thieleman"
Netherlands,,Prins van Oranje te Paard,"Rasiere, Laurens de"
Netherlands,,Prins van Oranje te Paard,"Kock, Dirck"
Netherlands,,Gekroonde Liefde,"Bos, Jan Cornelisz"
Netherlands,,Beurs van Amsterdam,"Balck, Jan Jansz"
Netherlands,,Nieuw Rotterdam,"Vos, Harmen Claesz de"
Netherlands,,S Andrea,
Netherlands,,Morgenstar,"Claver, Jan Claasz"
Netherlands,1674-05-27T00:00:00Z,Asia,"Jansen, Jochem"
Netherlands,,Kasteel van Sluis,"Jasperse, Joris"
Netherlands,,Gekroonde Rad,"Gijsels, Arent"
Netherlands,1656-12-26T00:00:00Z,Eendracht,"Droog, Herman"
Netherlands,1658-02-22T00:00:00Z,Hasselt,"Moocker, Joost Hendrixsen"
Netherlands,,Zeelandia,"Doensen, Jan"
Netherlands,,Melkmeid,
Netherlands,,Goude Fortuin,"Adriaensz, Huijbrecht"
Netherlands,,Kasteel Delmina (a) Groot Jems,
Netherlands,,Maria,
Netherlands,,Goude Leeuw (a) Leona Dorada,"Doncker, Pieter Gerritsz"
Netherlands,,Goude Leeuw (a) Leona Dorada,"Hendricksz, Abel"
Netherlands,,Jonge Prins,"Wels, Huijbrecht C"
Netherlands,1657-11-03T00:00:00Z,Goude Peer,"Valq, Pieter Leendertsz"
Netherlands,,Pauw,"Pestel, William"
Netherlands,,,"Gardijn, Pieter du"
Netherlands,,Ouderkerk,"Vlaming, Gerrit de"
Netherlands,,S Jansburg,"Vos, Theunis Adriaensz"
Netherlands,1652-05-24T00:00:00Z,S Jacob,"Berg, Jacob Jansen van de (a) Japon"
Netherlands,1658-11-10T00:00:00Z,Maagd van Vlissingen,"Bouquet, Dingman"
Netherlands,,Poelwijk,
Netherlands,,Lammerenburg,"Verburg, Hendrik"
Netherlands,,Zuiglam,"Bischop, Jansen"
Netherlands,,Maria,"Graef, Allard Cornelisz"
Netherlands,,Engel (a) Angel de Guarda,"Languillet, Paul"
Netherlands,,Bleeckertje,"Michielsz, Michiel"
Netherlands,1661-05-18T00:00:00Z,Dolfijn,"Bouquet, Dingman"
Netherlands,,Medea,"Juist, Cornelis Ewoutsz"
Netherlands,,Braziliaanse Eendracht,"Cats, Dingman"
Netherlands,,Braziliaanse Eendracht,"Nooteboom, Willem Joppen"
Netherlands,1660-03-01T00:00:00Z,S Pieter,"Diemen, Gerrit Heussen van"
Netherlands,,Ruijter,"Blij, Jan Claesz"
Netherlands,,S Jacob,"Severijnsz, Harmen"
Netherlands,,S Jacob,"Gijsberti, Carlos (Jr)"
Netherlands,,Zon (a) Royal Arms of England,"Jacobsz, Cornelis"
Netherlands,,Gideon,"Gilde, Simon Cornelisz"
Netherlands,,Zeelandia,"Doensen, Jan"
Netherlands,,Maria Charitas,"Cleijnpenning, Govert Harmensz"
Netherlands,,Ethiopia,"Jansen, Adriaan"
Netherlands,,Vrede,"Raes, Claes"
Netherlands,,Vergulde Bever,"Michielsz, Michiel"
Netherlands,,Vergulde Bever,"Harcksz, Dirck"
Netherlands,,Gideon,"Gilde, Sijmon Cornelisz"
Netherlands,,S Maria,"Claesz, Andries"
Netherlands,,Vergulde Son,"Plough, Simon Jansz"
Netherlands,,Zwarte Arend,"Lonck, Pieter"
Netherlands,,Bassenburg,"Pieterse, Bastiaen"
Netherlands,,Fortuijn,"Hendricksz, Hendrick"
Netherlands,,S Maria,"Onkruijt, Gerrit Tijmensz"
Netherlands,,Zeelandia,"Doensen, Jan"
Netherlands,,Catharina,"Wilree, Jacob Dircksz"
Netherlands,1663-09-13T00:00:00Z,Gele Zon,"Stoffelsen, Willem Jan"
Netherlands,,Juffrouw Catharina,"Dromcap, Cornelis"
Netherlands,,Liefde,"Goijer, Adriaen Claesz"
Netherlands,,Liefde,"Rasiere, Laurens de"
Netherlands,,Moor,"Moor, Gijsbert de"
Netherlands,,Bassenburg,"Pieterse, Bastiaen"
Netherlands,1664-04-18T00:00:00Z,Walcheren,"Ens, Jacob Jansen"
Netherlands,,Eendracht,"Vertoolen, Andries Cornelisz"
Netherlands,,Diamant,"Raes, Claes"
Netherlands,,Twee Gezusters,
Netherlands,,Vos,"Schaap, Isaac Gerritse"
Netherlands,,Catharina,"Dromcap, Cornelis"
Netherlands,,Gerechtigheid,"Goijer, Adriaen Claesz"
Netherlands,,Prins van Oranje te Paard,"Rasiere, Laurens de"
Netherlands,,S Jan Baptist,"Voogt, Jan Sijmonsz"
Netherlands,,Abrahams Offerhand,
Netherlands,,Jupiter,"Schenking, Marcus"
Netherlands,,Fortuijn,"Wenninck, Dirck Jansz"
Netherlands,,Catharina,"Lens, Christoffel"
Netherlands,,Leonora,"Wilree, Jacob Dircksz"
Netherlands,,Leonora,"Klinckert, Dirck Jansz"
Netherlands,,Zeelandia,"Doensen, Jan"
Netherlands,,Goude Luipaard (a) Goude Tijger,"Slot, Laurens Jacobsz van"
Netherlands,,Willem de Derde,"Bischop, Jacob"
Netherlands,,Maria,"Keijser, Jacob"
Netherlands,,Agatha,"Sijmonsz, Pieter"
Netherlands,,Zeven Gebroeders,"Diemense, Jan"
Netherlands,,Grote Diamant,"Doppeljock, Claes"
Netherlands,,Eendracht,"Minne, Jan"
Netherlands,,Blinde Fortuin,"Roos, Jan Michelsen"
Netherlands,,Vergulde Posthoorn,"Schaap, Isaack Gerritsz"
Netherlands,1668-11-10T00:00:00Z,S Jan,"Vonk, Gerrit"
Netherlands,,S Maria,"Roem, Volckert Claesz"
Netherlands,,Wilde Vrouw,"Terbeeck, Johannes"
Netherlands,,Vreede,"Breijhaen, Hendrick Jansz"
Netherlands,,Revengie (a) Blinde Ezel,"Pieterse, Bastiaen"
Netherlands,,Abrahams Offerhand,"Strijt, Joris Sijmonsz"
Netherlands,,Fortuin,"Depontus, Juan Henriques"
Netherlands,,Eenhoorn,"Depontus, Joost Hendricksz"
Netherlands,,Two Friends,Mackintosh
Netherlands,,Aartshertogin Maria Christina,
Netherlands,,Nieuwe Claverblad,"Klooster, Jan van de"
Netherlands,,,"Dames, Adriaan"
Netherlands,,Europa,"Roggestaert, J"
Netherlands,,Catharina,"Grassilie, Jan (a) John Grazillier"
Netherlands,,Rode Leeuw (a) Røde Løwe,"Bogaart, Adriaan"
Netherlands,,Rode Leeuw (a) Røde Løwe,"Freth, Hubert"
Netherlands,,America,"Nijse, David de"
Netherlands,,Prins Eugenius (a) Prince Eugene,"Schelstraate, Abraham"
Netherlands,,Prins Eugenius (a) Prince Eugene,"Varene, Anthony"
Netherlands,,America,"Nijse, David de"
Netherlands,,Gouden Leeuw,"Jochems, Samuel"
Netherlands,,Nieuwe Prins Eugenius (a) New Prince Eugene,"Mugge, Bastiaan"
Netherlands,,Popkensburg,"Huijssen, Cornelis"
Netherlands,,Laarburg Galley,
Netherlands,,Grevinden af Laurvigen,"Maarschalk, Cornelis (a) Marechal"
Netherlands,,Jager (a) Hunter,"Witte, Hendrik de"
Netherlands,,Vaderland Getrouw,"Moor, Jan de"
Netherlands,,Gouden Appel,"Vallé, Jacob (a) Volle"
Netherlands,,Braambosch,"Vergouw, Jan"
Netherlands,,,"Broeke, Abraham van de"
Netherlands,,Jonge Mathijs,"Janssen, Carel"
Netherlands,,Elisabeth Catharina,"Eversen, Huybrecht"
Netherlands,,,
Netherlands,,Rode Leeuw (a) Røde Løwe,
