Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
Netherlands,,Vlucht,
Netherlands,,Saijer,
Netherlands,,Fortuin,"Boer, Cornelis Jansz"
Netherlands,,,"Fidalo, Afonso"
Netherlands,,Liefde,"Juist, Cornelis Ewoutsz"
Netherlands,,Rode Leeuw,"Centen, Jan"
Netherlands,,Bontekoe,"Walichsz, Outgert"
Netherlands,,Gele Zon (a) Sol,"Spierdijk, Barend Claesz"
Netherlands,,Gele Zon (a) Sol,"Rodriguez, Enrique"
Netherlands,,Gele Zon (a) Sol,"Jansen, Bernabé"
Netherlands,1653-04-11T00:00:00Z,Gele Engel (a) Engel Gabriel,"Engel, Claes Jansz den (a) de Guijt"
Netherlands,1657-04-12T00:00:00Z,Zwarte Leeuw,"Hoorn, Jan Pietersz"
Netherlands,,S Pieter,"Dircksz, Jacob"
Netherlands,,S Pieter,"Alvares, Rodrigo"
Netherlands,,Witte Paert,"Spaens, Pieter Jacobsz"
Netherlands,1658-12-11T00:00:00Z,Moor,"Hendricksz, Dirk"
Netherlands,1657-04-17T00:00:00Z,Zwarte Dubbele Arend,"Pietersz, Claes"
Netherlands,,Fortuin,"Cornelisz, Govert"
Netherlands,1660-03-04T00:00:00Z,Grote Coer (a) Pietas,"Jacobsz, Arent"
Netherlands,1660-03-04T00:00:00Z,Grote Coer (a) Pietas,"Crava, Andries"
Netherlands,1659-02-17T00:00:00Z,Boodschap Maria,"Lonck, Pieter Cornelisz"
Netherlands,1659-02-17T00:00:00Z,S Franciscus,"Sem, Gerrit Jansz"
Netherlands,1660-05-17T00:00:00Z,S Jan,"Willemsz, Nicolaes"
Netherlands,1660-05-17T00:00:00Z,S Jan,"Zeeman, Pieter"
Netherlands,,Ridder S Joris,"Roem, Volkert Claasz"
Netherlands,,Ridder S Joris,"Backer, Claas Willemsz"
Netherlands,,Rebecca,"Vos, Andries Claesz"
Netherlands,,Zwarte Arend,"Straetjer, Jacob Jacobsz"
Netherlands,1659-12-20T00:00:00Z,Eikenboom,"Eikenboom, Jan Jansz"
Netherlands,1664-07-08T00:00:00Z,Liefde,"Berg, Jacob Jansen van de (a) Japon"
Netherlands,,Aletta,"Arel, Jan Jansz van"
Netherlands,,Goude Tijger,"Harmensz, Govert"
Netherlands,1668-07-27T00:00:00Z,Verstoorde Leeuw,"Cleijn, Evert Mathijsz"
Netherlands,,S Catharina,"Collomby, Anthony"
Netherlands,,S Catharina,"Clariz, Joseph"
Netherlands,,Europa,"Goijer, Adriaen Claesz"
Netherlands,,Europa,"Pieters, Neeltje"
Netherlands,,Vrede,"Anker, Cornelis van den"
Netherlands,,Hoop,"Meijndertse, Ide"
Netherlands,,Goede Verwachting,Croese
Netherlands,1803-05-13T00:00:00Z,Aurora,"Vliet, van"
Netherlands,1663-04-28T00:00:00Z,Wapen van Amsterdam,"Nuchteren, Jan Gerritsen"
Netherlands,1663-04-28T00:00:00Z,Wapen van Amsterdam,"Ridder, Paulus Heijn"
Netherlands,,Gideon,"Gilde, Sijmon Cornelisz"
Netherlands,,Vrijheid,
Netherlands,,,
Netherlands,,Witte Eenhoorn,"Sijmonsz, Pieter"
Netherlands,,Publicola,"Bel, Jacob van"
Netherlands,1676-10-28T00:00:00Z,Beurs van Amsterdam,
Netherlands,1677-02-16T00:00:00Z,Huis ter Laan,"Balck, Jan Jacobsz"
Netherlands,1677-02-16T00:00:00Z,Huis ter Laan,"Pietersz, Reijer"
Netherlands,,Constantia,"Turner, Ephraim"
Netherlands,,Africa,
Netherlands,,Noordstar,"Willemsz, Gerbrant"
Netherlands,,Noordstar,"Uijterwijk, Cornelis"
Netherlands,,Wapen van Zierikzee,"Willemsen, Marinus"
Netherlands,,Kasteel van Curaçao,"Jansz, Huijbert"
Netherlands,,Kasteel Delmina,"Schepmoes, Abraham"
Netherlands,1680-04-20T00:00:00Z,Aletta,"Jansz, Huijbert"
Netherlands,,Sphaera Mundi,"Metaleman, Willem"
Netherlands,1680-10-24T00:00:00Z,Moriaans Hoofd,"Bonte, Daniel de"
Netherlands,,Geertruid,"Star, Gerrit"
Netherlands,,Rebecca,
Netherlands,1680-08-22T00:00:00Z,Jupiter,"Mondt, Jochem Claasz"
Netherlands,,Rotterdam,
Netherlands,,Isabella,"Thomasz, Frederick"
Netherlands,1681-01-21T00:00:00Z,Koopman,
Netherlands,,Eendracht,"Arel, Jan van"
Netherlands,,Wildeman,"Hoven, Frederik Frederiksz van"
Netherlands,,Elisabeth,"Domer, Claas Pietersz"
Netherlands,1681-02-28T00:00:00Z,S Jan Baptist,"Broers, Hendrik"
Netherlands,,Ruiter,"Graf, Jan Sijmensz van"
Netherlands,,S Pieter,
Netherlands,,Europa,"Roelofsz, Laurens"
Netherlands,,Gideon,"Fles, Lucas van der"
Netherlands,,Geertruid,"Star, Gerrit"
Netherlands,,Geertruid,"Krijgsman, Hendrick Jansz"
Netherlands,,Wapen van Zierikzee,"Ens, Jacob Jansen"
Netherlands,,Huis Nassau,
Netherlands,,Elisabeth,"Stolck, Arent Gijsen van der"
Netherlands,,Poelwijk,
Netherlands,,S Pieter,"Blom, Andries"
Netherlands,,Hester,"Visser, Jacob Corsz"
Netherlands,,Parel,"Kock, Dirck Willemsz"
Netherlands,,Hollandse Tuin,"Wiltschut, Thomas"
Netherlands,,S Pieter,"Verver, Cornelis"
Netherlands,,Africa,"Thomasz, Frederick"
Netherlands,,S Jan,"Stolck, Arent Gijsen van der"
Netherlands,,Prins Wapen,"Keuvel, Steven"
Netherlands,,Goude Leeuw,
Netherlands,,Parel,"Langhman, Nicolaes"
Netherlands,,Vrije Zee,"Adriaansz, Wijloff"
Netherlands,,Elmina,"Gerritsz, Jan"
Netherlands,,Pijnenburg,"Schepmoes, Abraham"
Netherlands,,Vliegende Faam,"Dijk, Leendert Joosten van"
Netherlands,,Eva Maria,"Kagias, Nanningh"
Netherlands,,Rachel,"IJpersz, Doede"
Netherlands,,Kroonvogel,"Bot, Pieter Jansz"
Netherlands,1698-11-12T00:00:00Z,Postillion,"Thomasz, Frederick"
Netherlands,,Pijnenburg,
Netherlands,,Rachel,"Roem, Sijmon Jaspersz"
Netherlands,,Margarita Catharina,"Knoppeldoeck, Jacob Pietersz"
Netherlands,,Emmenes,"Belle, Pieter"
Netherlands,,Emmenes,"Sitter, Jan de"
Netherlands,,Meijnden,"Louw, Claas Cornelis"
Netherlands,,Tijger,"Sas, Jurriaan"
Netherlands,,Fruitberg,"Goons, Hendrik"
Netherlands,,'s-Graveland,"Parre, Adriaan van der"
Netherlands,,Groot Bentvelt,"Houthuijs, Dirk"
Netherlands,1735-01-03T00:00:00Z,Steenhuizen,"Graan, Andries"
Netherlands,1672-01-27T00:00:00Z,America,"Harder, Hendrik de"
Netherlands,,America,"Graef, Jacob Aldertsz"
Netherlands,,Graaf van Buren,
Netherlands,,Margareta en Christina,
Netherlands,,Prinses Carolina,
Netherlands,,Graaf van Buren,
Netherlands,,Surinaams Welvaren,
Netherlands,,Rebecca,"Vertolen, Andries Cornelis"
Netherlands,,Maria,"Turner, Ephraim"
Netherlands,,Europa,"Mondt, Jochem Claasz"
Netherlands,,Koningin Hester,"Oldenburg, Dirck Jansz van"
Netherlands,,S Maria,"Buijsman, Marten Claesz"
Netherlands,,S Jan Baptist,"Lens, Christoffel"
Netherlands,,Hoop,"Harder, Hendrik de"
Netherlands,,Vergulde Zon,"Stoffelsen, Willem Jan"
Netherlands,,Jonge Prins Willem,"Moor, Gijsbert de"
Netherlands,,S Catharina,"Lens, Christoffel"
Netherlands,,S Franciscus,"Anker, Cornelis van den"
Netherlands,1670-05-07T00:00:00Z,Huis ter Laan,"Aggesz, Cornelis"
Netherlands,,Verstoorde Leeuw,"Cleijn, Evert Mathijsz"
Netherlands,,Visser,"Kempsen, Frans"
Netherlands,,Phenix,"Verwer, Reijer Pietersen"
Netherlands,,Jupiter,"Voogt, Barent Harmensz"
Netherlands,1664-01-06T00:00:00Z,Gekroonde Bril,"Victol, Cornelis Cornelisz"
Netherlands,,Land van Belofte,
Netherlands,,Drie Koningen,"Kerckhove, Melchior van den"
Netherlands,,Drie Koningen,"Veken, Johan van der"
Netherlands,,,
Netherlands,,Overwinning van Rijssel,Vele
Netherlands,,,"Sijmonsz, Dirck"
Netherlands,,Sloterdijk,
Netherlands,1645-02-01T00:00:00Z,Haarlem,"Hoen, Sijmen"
Netherlands,1646-02-12T00:00:00Z,Eendracht van Amsterdam,"Bottelier, Jan Teunissen"
Netherlands,1646-02-12T00:00:00Z,Eendracht van Amsterdam,"Janssen, Barent"
Netherlands,1646-02-12T00:00:00Z,Eendracht van Enkhuizen,"Schuyt, Cornelys"
Netherlands,,Samaritain,"Neel, Matys"
Netherlands,,Samaritain,"Burch, Hendrik van den"
Netherlands,,Jonge Samaritaen,"Telier, Jan"
Netherlands,,Vredenburg,"Backer, Joris Gerritsz"
Netherlands,,S Pieter,"Kimmel, Simon Sandersz"
Netherlands,,Hoop,"Meijndertse, Ide"
Netherlands,,Brak,"Speldernuen, Jan Jacobsz"
Netherlands,1672-01-22T00:00:00Z,Margareta,"Breehaan, Hendrick"
Netherlands,1672-01-22T00:00:00Z,Margareta,"Pietersen, Andries"
Netherlands,,S Maria,"Schrael, Jan Jansz"
Netherlands,1659-02-17T00:00:00Z,Vergulde Zalm,"Dijck, Gerrit Jansz van"
Netherlands,1661-04-06T00:00:00Z,Coninck Salomon,"Vertolen, Andries Cornelis"
Netherlands,1671-07-03T00:00:00Z,Rebecca,"Vertolen, Andries Cornelis"
Netherlands,,Jonge Prins van Oranje,"Schaap, Isaac Gerritse"
Netherlands,,Jonge Prins van Oranje,"Dircksz, Sijmon"
Netherlands,,Jupiter,"Graaf, Jacob Alberts"
Netherlands,1670-10-20T00:00:00Z,Hoop,"Meijndertse, Ide"
Netherlands,,,
Netherlands,1713-06-24T00:00:00Z,Acredam,"Sas, Jurriaan"
Netherlands,1713-06-24T00:00:00Z,Acredam,"Schalkendam, Andries"
Netherlands,1715-09-19T00:00:00Z,Acredam,"Grootschaar, Pieter"
Netherlands,1717-10-07T00:00:00Z,Acredam,"Louw, Claas Cornelis"
Netherlands,,Acredam,"Teijl, Jacob"
Netherlands,1721-04-01T00:00:00Z,Acredam,"Hagerop, Rijk"
Netherlands,1721-04-01T00:00:00Z,Acredam,"Ras, Pieter"
Netherlands,,Acredam,"Kreeft, Benjamin"
Netherlands,1725-05-10T00:00:00Z,Acredam,"Parre, Adriaan van der"
Netherlands,,Acredam,"Lindenberg, Jurriaan"
Netherlands,,Adrichem,"Storck, Pieter Teunisz"
Netherlands,,Adrichem,"Bruijn, Jacob"
Netherlands,,Adrichem,"Decker, Claas"
Netherlands,,Adrichem,"Hoeven, Jan van der"
Netherlands,1712-01-23T00:00:00Z,Adrichem,"Weteringhe, Cornelis van der"
Netherlands,1715-04-02T00:00:00Z,Adrichem,"Weteringhe, Cornelis van der"
Netherlands,1715-04-02T00:00:00Z,Adrichem,"Goedhals, Pieter"
Netherlands,1717-02-06T00:00:00Z,Adrichem,"Goedhals, Pieter"
Netherlands,1718-11-16T00:00:00Z,Adrichem,"Goedhals, Pieter"
Netherlands,,Adrichem,"Oversluijs, Pieter"
Netherlands,1675-12-12T00:00:00Z,Africa,"Pietersz, Reijer"
Netherlands,1675-12-12T00:00:00Z,Africa,"Carstensen, Claas"
Netherlands,1679-10-17T00:00:00Z,Africa,"Stolck, Arent Gijsen van der"
Netherlands,,Africa,"Thomasz, Frederick"
Netherlands,1710-03-15T00:00:00Z,Africa (a) S José,"Roos, Pieter"
Netherlands,1714-12-20T00:00:00Z,Agatha,"Broun, Jacob"
Netherlands,1717-01-19T00:00:00Z,Agatha,"Broun, Jacob"
Netherlands,,Aletta Maria,"Arel, Jan van"
Netherlands,1685-10-03T00:00:00Z,Alida,"Balck, Jan Jacobsz"
Netherlands,1706-06-20T00:00:00Z,Stad Amsterdam,"Storck, Pieter Teunisz"
Netherlands,1707-10-18T00:00:00Z,Stad Amsterdam,"Sas, Jurriaan"
Netherlands,1710-01-13T00:00:00Z,Stadt Amsterdam,"Sas, Jurriaan"
Netherlands,,Stad Amsterdam,"Brouwer, Sipke Egberts"
Netherlands,1724-06-22T00:00:00Z,Amsterdam,"Bouman, Cornelis"
Netherlands,1726-04-27T00:00:00Z,Amsterdam,"Hoop, Joost"
Netherlands,,Amsterdam,"Bruijn, Jan Harmensz"
Netherlands,1732-06-08T00:00:00Z,Amsterdam,"Vlugt, Jan"
Netherlands,1700-06-22T00:00:00Z,Annaboa,"Roem, Jan Sijmonsz"
Netherlands,,Apolonia (a) Christina,"Boogaart, Mathijs"
Netherlands,,Apolonia (a) Christina,"Willemsen, Marinus"
Netherlands,1691-11-24T00:00:00Z,Arent,"Huijgen, Abraham"
Netherlands,1710-07-10T00:00:00Z,Axim,"Jacobsz, Pieter"
Netherlands,,Bekestein,"Wolf, Dirk de"
Netherlands,,Bekestein,"Wolf, Dirk de"
Netherlands,,Bekestein,"Parre, Adriaan van der"
Netherlands,1726-05-29T00:00:00Z,Bekestein,"Bas, Jacob"
Netherlands,1726-05-29T00:00:00Z,Bekestein,"Jensen, Jacob"
Netherlands,1728-10-30T00:00:00Z,Bekestein,"Mooylieves, Cornelis"
Netherlands,1731-02-18T00:00:00Z,Bekestein,"Graan, Andries"
Netherlands,,Bekestein,"Bruijn, Jan Harmensz"
Netherlands,1735-12-15T00:00:00Z,Bekestein,"Snoek, Isaak"
Netherlands,1700-08-07T00:00:00Z,Beschermer,"Valies, Thomas Jansz"
Netherlands,,Beschermer,"Valies, Thomas Jansz"
Netherlands,1735-11-05T00:00:00Z,Beschutter,"Veltz, Christiaan"
Netherlands,1738-12-25T00:00:00Z,Beschutter,"Baarspul, Theunis"
Netherlands,1738-12-25T00:00:00Z,Beschutter,"Groot, Michiel de"
Netherlands,1702-08-01T00:00:00Z,Beurs van Amsterdam,"Roem, Sijmon Jaspersz"
Netherlands,,Beurs van Amsterdam,"Jansz, Leendert"
Netherlands,1706-08-15T00:00:00Z,Beurs van Amsterdam,"Geffen, Arent van"
Netherlands,1691-04-19T00:00:00Z,Beurs van Amsterdam,"Oole, Remeus"
Netherlands,1709-04-08T00:00:00Z,Bleijswijk,"Saanen, Jan van"
Netherlands,,Bosbeek,"Hagerop, Rijk"
Netherlands,1715-09-11T00:00:00Z,Bosbeek,"Hagerop, Rijk"
Netherlands,,Bosbeek,
Netherlands,1718-08-13T00:00:00Z,Bosbeek,"Reijnders, Salomon"
Netherlands,1718-08-13T00:00:00Z,Bosbeek,"Rosiers, Willem"
Netherlands,,Brandenburg,"Steenhart, Arnout"
Netherlands,1730-01-28T00:00:00Z,Brandenburg,"Blok, Frans"
Netherlands,1730-01-28T00:00:00Z,Brandenburg,"Smidt, Hendrick"
Netherlands,1730-01-28T00:00:00Z,Brandenburg,"Hierschot, Reijnier van"
Netherlands,1732-12-14T00:00:00Z,Brandenburg,"Boone, Cornelis"
Netherlands,1699-07-21T00:00:00Z,Brandenburg,"Fret, Frans"
Netherlands,1699-07-21T00:00:00Z,Brandenburg,"Elink, Pieter"
Netherlands,,Brigdamme,"Pets, Daniel"
Netherlands,,Carolus Secundus,"Crans, Pieter"
Netherlands,1710-10-05T00:00:00Z,Carolus Secundus,"Broun, Jacob"
Netherlands,1676-07-27T00:00:00Z,Kasteel van Curaçao,"Jansz, Huijbert"
Netherlands,,Kasteel Delmina,"Parera, Steven van"
Netherlands,1708-09-19T00:00:00Z,Kasteel Delmina,"Zeerat, Thomas Jansz"
Netherlands,1708-09-19T00:00:00Z,Kasteel Delmina,"Gerritsz, Jan"
Netherlands,,Kasteel Souburg,"Wijnantsen, Adriaan"
Netherlands,,Catharina,"Stolck, Arent Gijsen van der"
Netherlands,1706-12-31T00:00:00Z,Catharina Christina,"Kist, Jan Claasz"
Netherlands,,Catharina Christina,"Boes, Cornelis"
Netherlands,,Christina,"Kist, Jan Claasz"
Netherlands,1705-10-25T00:00:00Z,Christina,"Valies, Thomas Jansz"
Netherlands,,Christina,"Claver, Jan Claasz"
Netherlands,1685-07-04T00:00:00Z,Keurvorst van Brandenburg,"Smidt, Hendrick B"
Netherlands,1685-07-04T00:00:00Z,Keurvorst van Brandenburg,"Claassen, Herman"
Netherlands,1685-07-04T00:00:00Z,Keurvorst van Brandenburg,"Swaan, Adriaan"
Netherlands,,Keurvorst van Brandenburgh,"Klinkert, Adriaan"
Netherlands,,Clara,"Visser, Jacob Corsz"
Netherlands,,Compagnies Welvaren,"Kennis, Adriaan"
Netherlands,,Koning David,
Netherlands,1707-07-24T00:00:00Z,Koning van Portugal,"Coster, Sijmon"
Netherlands,,Hester,"Jansen, Jochem"
Netherlands,,Hester,"Harder, Job J van"
Netherlands,,Hester,"Spanjaart, Sijbrant"
Netherlands,1714-05-26T00:00:00Z,Koningin Hester,"Stolck, Arent Gijsen van der"
Netherlands,1714-05-26T00:00:00Z,Koningin Hester,"Bie, Jacob de"
Netherlands,1688-12-05T00:00:00Z,Fort Amsterdam tot Cormantijn,"Schepmoes, Abraham"
Netherlands,1688-12-05T00:00:00Z,Fort Amsterdam tot Cormantijn,"Korf, Laurens Damesz"
Netherlands,1686-12-08T00:00:00Z,Fort Amsterdam tot Cormantijn,"Eijck, Michiel Joosten van"
Netherlands,1676-01-14T00:00:00Z,Cornelia,
Netherlands,,Kroonvogel,"Schepmoes, Abraham"
Netherlands,,Kroonvogel,"Pets, Pieter"
Netherlands,,Kroonvogel,"Dullaart, Huygh"
Netherlands,,Kroonvogel,"Visser, Jacob Corsz"
Netherlands,,Kroonvogel,"Stuart, Hans"
Netherlands,1700-10-21T00:00:00Z,Kroonvogel,"Bot, Pieter"
Netherlands,,Debora Amarentia,"Stolck, Arent Gijsen van der"
Netherlands,,Delft,"Bolder, Christiaan"
Netherlands,1733-11-08T00:00:00Z,Delft,"Brouwer, Jan"
Netherlands,1736-07-13T00:00:00Z,Delft,"Brouwer, Jan"
Netherlands,,Dolfijn,"Bogaert, Mathijs"
Netherlands,1678-03-12T00:00:00Z,Dolfijn,"Balck, Jan Jacobsz"
Netherlands,,Duinbeek,"Walle, Andries"
Netherlands,,Duinenburg,"Weteringhe, Cornelis van der"
Netherlands,,Duinenburg,"Weteringhe, Cornelis van der"
Netherlands,1705-08-26T00:00:00Z,Duinenburg,"Weteringhe, Cornelis van der"
Netherlands,,Duinenburg,"Weteringhe, Cornelis van der"
Netherlands,1721-07-20T00:00:00Z,Duinvliet,"Rijkx, Cent"
Netherlands,1723-05-01T00:00:00Z,Duinvliet,"Geleijnse, Pieter"
Netherlands,,Duinvliet,"Lambregts, Andries"
Netherlands,1726-03-24T00:00:00Z,Duinvliet,"Maas, Sijmon"
Netherlands,1732-01-26T00:00:00Z,Duinvliet,"Ovens, Simon"
Netherlands,1733-09-21T00:00:00Z,Duinvliet,"Leek, Claas Jansen"
Netherlands,1735-08-22T00:00:00Z,Duinvliet,"Leek, Claas Jansen"
Netherlands,1737-06-30T00:00:00Z,Duinvliet,"Walraven, Cornelis"
Netherlands,1675-10-26T00:00:00Z,Eendracht,"Turner, Ephraim"
Netherlands,,Eendracht,"Arel, Jan van"
Netherlands,,Eendracht,"Domer, Claas Pietersz"
Netherlands,,Eendracht,"Rijk, Willem Robbertsz"
Netherlands,,S George Delmina,"Roos, Roelof"
Netherlands,1715-03-09T00:00:00Z,Emmenes,"Louw, Claas Cornelis"
Netherlands,1717-11-23T00:00:00Z,Emmenes,"Sitter, Jan de"
Netherlands,1717-11-23T00:00:00Z,Emmenes,"Belle, Pieter"
Netherlands,,Emmenes,"Saanen, Jan van"
Netherlands,,Emmenes,"Valk, Pieter Sijmonsz"
Netherlands,,Emmenes,"Horst, Hendrik ter"
Netherlands,,Emmenes,"Haan, Gerrit de"
Netherlands,1725-07-31T00:00:00Z,Emmenes,"Nijgh, Leendert"
Netherlands,1716-09-30T00:00:00Z,Engelenburg,"Lambregts, Andries"
Netherlands,1716-09-30T00:00:00Z,Engelenburg,"Bruijn"
Netherlands,1678-04-30T00:00:00Z,Europa,"Claasz, Jochem"
Netherlands,,Europa,"Stolck, Arent Gijsen van der"
Netherlands,1687-10-30T00:00:00Z,Europa,"Brasser, Matthijs Laurensz"
Netherlands,,Europa,"Pets, Daniel"
Netherlands,,Eva Maria,"Kagias, Nanningh"
Netherlands,1698-07-28T00:00:00Z,Eva Maria,"Rijcken, Simon"
Netherlands,1698-07-28T00:00:00Z,Eva Maria,"Knoppeldoeck, Jacob Pietersz"
Netherlands,,Eva Maria,"Kagias, Nanningh"
Netherlands,1725-12-22T00:00:00Z,Eva Suzanna,"Welsingh, Hendrik"
Netherlands,1700-10-17T00:00:00Z,Faam,"Winterman, Antonij"
Netherlands,1715-12-14T00:00:00Z,Fida,"Leijm, Lodewijk van der"
Netherlands,,Fortuin,"Volle, Jacob"
Netherlands,,Fortuin,"Lierman, Ewout"
Netherlands,1722-04-30T00:00:00Z,Geertruid Galei,"Kreeft, Benjamin"
Netherlands,1684-12-05T00:00:00Z,Geertruid,"Mol, Gerrit Cornelis"
Netherlands,1716-04-12T00:00:00Z,Gelderland,"Goed, Jan Pietersz"
Netherlands,,Gele Ruiter,
Netherlands,,Gele Ruiter,
Netherlands,1691-02-08T00:00:00Z,Gele Ruiter,"Coster, Sijmon"
Netherlands,,Gideon,"Kock, Dirk Barents"
Netherlands,1688-08-14T00:00:00Z,Gideon,"Veltkamp, Jan Hendicksz"
Netherlands,1698-08-22T00:00:00Z,Gideon,"Dam, Herman van"
Netherlands,1698-08-22T00:00:00Z,Gideon,"Kock, Dirck"
Netherlands,,Gideon,"Kock, Dirk Barents"
Netherlands,,Goude Brakhond,"Hit, Cornelis van"
Netherlands,1684-11-25T00:00:00Z,Goude Leeuw,"Hoven, Frederik Frederiksz van"
Netherlands,,Goude Leeuw,"Eijck, Michiel Joosten van"
Netherlands,,Goude Poort,"Bodt, Pieter Jansz"
Netherlands,,Goude Poort,"Raes, Claes"
Netherlands,,Goude Put,"Kreeft, Benjamin"
Netherlands,1727-01-06T00:00:00Z,Goude Put,"Kreeft, Benjamin"
Netherlands,1729-11-17T00:00:00Z,Goude Put,"Kreeft, Benjamin"
Netherlands,1731-12-24T00:00:00Z,Goude Put,"Kreeft, Benjamin"
Netherlands,1734-10-09T00:00:00Z,Goude Put,"Kreeft, Benjamin"
Netherlands,1736-08-20T00:00:00Z,Goude Put,"Boone, Cornelis"
Netherlands,1736-08-20T00:00:00Z,Goude Put,"Swaan, Adriaan"
Netherlands,,Goude Put,"Nebbens, Jasper"
Netherlands,1685-07-24T00:00:00Z,Goude Tijger,"Turner, Ephraim"
Netherlands,,Goude Tijger,"Pets, Daniel"
Netherlands,1700-05-31T00:00:00Z,Graaf van Laarwijk (a) Conde de Vique,"Moij, Marten Simonsz"
Netherlands,1700-05-31T00:00:00Z,Graaf van Laarwijk (a) Conde de Vique,"Stolck, Cornelis Gijsen van der"
Netherlands,,Griffioen,"Lens, Christoffel"
Netherlands,1728-06-19T00:00:00Z,Groot Bentvelt,"Graan, Andries"
Netherlands,1699-05-21T00:00:00Z,Grote Apollo,"Napels, Arent Hendriksz"
Netherlands,1705-08-26T00:00:00Z,Grote Tijger,"Sas, Jurriaan"
Netherlands,1705-08-26T00:00:00Z,Grote Tijger,"Valies, Thomas Jansz"
Netherlands,1681-11-04T00:00:00Z,Grote Africaan,"Remmersz, Gerrit"
Netherlands,1683-04-01T00:00:00Z,Grote Africaan,"Warwijk, Jan"
Netherlands,,Grote Africaan,"Leeck, Mecke Dricksz van"
Netherlands,1714-10-09T00:00:00Z,Gunterstein,"Saanen, Jan van"
Netherlands,,Gunterstein,"Kennis, Adriaan"
Netherlands,1718-08-05T00:00:00Z,Gunterstein,"Heijm, Jan van der"
Netherlands,1718-08-05T00:00:00Z,Gunterstein,"Seegers, Huibert Assueris van"
Netherlands,1720-08-15T00:00:00Z,Gunterstein,"Seegers, Huibert Assueris van"
Netherlands,1720-08-15T00:00:00Z,Gunterstein,"Zegert, Hans van"
Netherlands,,Gunterstein,"Hoogendam, Jan"
Netherlands,,Gunterstein,"Blom, Nicolaas"
Netherlands,1728-01-31T00:00:00Z,S João Batista e Almas (a) Helena,"Farto, José Ramalho"
Netherlands,1728-01-31T00:00:00Z,S João Batista e Almas (a) Helena,"Phelan, Edmund"
Netherlands,1728-01-31T00:00:00Z,S João Batista e Almas (a) Helena,"Booms, Anthony"
Netherlands,1735-06-16T00:00:00Z,Helena,"Baarspul, Theunis"
Netherlands,,Henricus,"Claver, Jan Claasz"
Netherlands,1687-04-03T00:00:00Z,Hollandia,"Schepmoes, Abraham"
Netherlands,1711-08-20T00:00:00Z,Honard,"Verhoeven, Jacob"
Netherlands,1680-03-14T00:00:00Z,Huis Nassau,"Vos, Harmen Claesz de"
Netherlands,1686-07-10T00:00:00Z,Huis te Loirheim,"Scheij, Pieter"
Netherlands,1675-10-26T00:00:00Z,Huis ter Laan,"Balck, Jan Jacobsz"
Netherlands,1699-08-25T00:00:00Z,Jager,"Daal, Juriaan"
Netherlands,1699-08-25T00:00:00Z,Jager,"Geelboom, Jan"
Netherlands,,Jager,"Laa, D de"
Netherlands,,Jager,"Genegten, Nicolaas v/d"
Netherlands,,Johanna Maria,"Keuvel, Steven"
Netherlands,,Johanna Machteld,"Kist, Jan Claasz"
Netherlands,,Johanna Machteld,"Grootschaar, Pieter"
Netherlands,,Johannes de Doper (a) S Jan Baptist,"Rijk, Willem Robbertsz"
Netherlands,,Johannes de Doper (a) S Jan Baptist,"Valies, Thomas Jansz"
Netherlands,1731-07-07T00:00:00Z,Jonge Daniel,"Port, Gerrit van der"
Netherlands,1734-02-12T00:00:00Z,Jonge Daniel,"Port, Gerrit van der"
Netherlands,1735-12-24T00:00:00Z,Jonge Daniel,"Port, Gerrit van der"
Netherlands,1738-09-17T00:00:00Z,Jonge Daniel,"Swaan, Adriaan"
Netherlands,,Jonge Jager,"Beeck, Simon Jansz ter"
Netherlands,,Jonge Willem,"Tromp, Jacob"
Netherlands,1706-12-24T00:00:00Z,Justitia,"Marcusz, Daniel"
Netherlands,1708-06-16T00:00:00Z,Justitia,"Marcusz, Daniel"
Netherlands,,Koning Salomon,"Goes, Willem Jansen"
Netherlands,,Koning Salomon,"Someren, Dirck Jorisz van"
Netherlands,1686-06-16T00:00:00Z,Koning Salomon,"Dijk, Leendert Joosten van"
Netherlands,1686-06-16T00:00:00Z,Koning Salomon,"Goes, Willem Jansen"
Netherlands,,Porto Prince (a) Korte Prins,"Gibson, Willem"
Netherlands,,Leusden,"Thijl, Jacob"
Netherlands,,Leusden,"Schamp, Jan"
Netherlands,1722-07-04T00:00:00Z,Leusden,"Ras, Pieter"
Netherlands,1724-03-12T00:00:00Z,Leusden,"Ras, Pieter"
Netherlands,1725-11-01T00:00:00Z,Leusden,"Schamp, Jan"
Netherlands,,Leusden,"Schamp, Jan"
Netherlands,1729-09-01T00:00:00Z,Leusden,"Outjes, Jochem"
Netherlands,1729-09-01T00:00:00Z,Leusden,"Ovens, Simon"
Netherlands,1731-06-13T00:00:00Z,Leusden,"Harmensz, Bruijn"
Netherlands,1733-03-25T00:00:00Z,Leusden,"Graan, Andries"
Netherlands,1735-08-29T00:00:00Z,Leusden,"Velde, Daniel te"
Netherlands,1737-11-19T00:00:00Z,Leusden,"Lodewijksz, Lodewijk"
Netherlands,1737-11-19T00:00:00Z,Leusden,"Outjes, Jochem"
Netherlands,,Levant,"Jansen, Gabriel"
Netherlands,,Margarita Catherina,"Knoppeldoeck, Jacob Pietersz"
Netherlands,1734-04-15T00:00:00Z,Maria,"Veltz, Christiaan"
Netherlands,1681-02-28T00:00:00Z,Mercurius,"Turner, Ephraim"
Netherlands,,Middelburg,"Bot, Pieter Jansz"
