,Flag of vessel,Date vessel departed with captives,Vessel name,Captain's name
24585,Great Britain,,William,"Patrickson, Thomas"
24586,Great Britain,,William,"Ralph, Thomas<br/> Wilson, Robert"
24587,Great Britain,,Harriet,"Rymer, Thomas"
24588,Great Britain,,Harriet,"Allen, William"
24589,Great Britain,,Good Intent,"Gardner, James"
24590,Great Britain,,William,"Setton, William"
24591,Great Britain,,Little Britain,"Madden, Henry<br/> Powell"
24592,Great Britain,1768-10-30T00:00:00Z,Little Britain,"Power, John"
24593,Great Britain,1768-06-06T00:00:00Z,Jenny,"Gartside, James<br/> Ritchie"
24594,Great Britain,,Lark,"Brodie, William"
24595,Great Britain,,Nancy,"Colley, James Eckley"
24596,Great Britain,,Nancy,"Colley, James Eckley"
24597,Great Britain,,Tom,"Aikshaw, John"
24598,Great Britain,,Brothers,"Looney, Thomas"
24599,Great Britain,,Tryal,"Price, Ebenezer"
24600,Great Britain,,Tryal,"Wilding, Richard<br/> Price, Ebenezer"
24601,Great Britain,,Liberty,"Forde, William<br/> Fatherley, William"
24602,Great Britain,,King of Prussia,"Richardson, Samuel"
24603,Great Britain,,King of Prussia,"Richardson, Samuel"
24604,Great Britain,,King of Prussia,"Richardson, Samuel"
24605,Great Britain,,Esther,"Townshend, Richard"
24606,Great Britain,,Nancy,"Maychell, Edward<br/> Dent, William"
24607,Great Britain,,Harlequin,"Eaton, Thomas<br/> Salter"
24608,Great Britain,,Favourite,"Dawson, John"
24609,Great Britain,,Favourite,"Dawson, John"
24610,Great Britain,,Kitty,"Brown, James"
24611,Great Britain,,Kitty,"Brown, James"
24612,Great Britain,,Sally,"Swift, Charles"
24613,Great Britain,,Assistance,"Kirkpatrick, Samuel"
24614,Great Britain,,Nanny,"Dickinson, George"
24615,Great Britain,,Saville,"Sharp, John<br/> Adamson, Thomas"
24616,Great Britain,,Lord Cassils,"Tittle, John"
24617,Great Britain,,Hector,"Washington, John"
24618,Great Britain,,Fanny,"Swift, Charles"
24619,Great Britain,1768-10-28T00:00:00Z,Austin,"Grimshaw, Robert"
24620,Great Britain,,Thomas,"Scott, Robert"
24621,Great Britain,,Neptune,"Potter, John"
24622,Great Britain,,Plumper,"Matthews, Joseph"
24623,Great Britain,,Plumper,"Batty, William"
24624,Great Britain,,Plumper,"Matthews, Joseph"
24625,Great Britain,,Industry,"North, Thomas"
24626,Great Britain,,Friendship,"Hughes, Benj Francis"
24627,Great Britain,,Cleveland,"Fletcher, Thomas"
24628,Great Britain,,Bella,"Withington, Robert"
24629,Great Britain,,Violet,"Brown, Edmund<br/> Fullerton, William<br/> Scrogham"
24630,Great Britain,,Lilly,"Scrogham, John<br/> Salcraig, James"
24631,Great Britain,1768-11-29T00:00:00Z,Richard,"Eagles, Thomas"
24632,Great Britain,,Ann (a) Fame,"Davies, John"
24633,Great Britain,,Ann,"Draper, James<br/> Mcvicar, Duncan"
24634,Great Britain,,Polly,"Kendall, John"
24635,Great Britain,,Polly,"Kendall, John"
24636,Great Britain,,Polly,"Kendall, John"
24637,Great Britain,,Betsey,"Conway, Samuel"
24638,Great Britain,,Betsey,"Conway, Samuel<br/> Parkinson"
24639,Great Britain,,Betsey,"Conway, Samuel"
24640,Great Britain,,Betsey,"Conway, Samuel"
24641,Great Britain,,Ellis,"Jackson, Amos"
24642,Great Britain,,Ellis,"Rylands, Ralph"
24643,Great Britain,,Ellis,"Rylands, Ralph"
24644,Great Britain,,John,"Fletcher, John<br/> Eaton"
24645,Great Britain,,John,"Rimmer, James"
24646,Great Britain,,John,"Rimmer, James"
24647,Great Britain,,John,"Fletcher, John<br/> Rimmer, James"
24648,Great Britain,,Integrity,"Hollingworth, John"
24649,Great Britain,,Integrity,"Hollingworth, John<br/> Grimshaw, James"
24650,Great Britain,,Integrity,"Grimshaw, James"
24651,Great Britain,,Integrity,"Jackson, Richard"
24652,Great Britain,,Integrity,"Jackson, Rd"
24653,Great Britain,,Patty,"Parkinson, Robert"
24654,Great Britain,,Patty,"Parkinson, Robert"
24655,Great Britain,,Peggy,"Sharp, William"
24656,Great Britain,,Peggy,"Sharp, William"
24657,Great Britain,,Sally,"Evans, George"
24658,Great Britain,,Sally,"Evans, George"
24659,Great Britain,,Sally,"Evans, George"
24660,Great Britain,,Sally,"Graham, William<br/> Rigmaiden, Thomas"
24661,Great Britain,,Sally,"Rigmaiden, Thomas"
24662,Great Britain,,John,"Erskine, Robert<br/> Twyor, Thomas"
24663,Great Britain,,Billy,"Naylor, William"
24664,Great Britain,,John and Thomas,"Shepherd, Wilson"
24665,Great Britain,,John and Thomas,"Symons, Thomas"
24666,Great Britain,,John and Thomas,"Symons, Thomas"
24667,Great Britain,,Jenny (a) Nancy,"Webster, Richard"
24668,Great Britain,1769-03-12T00:00:00Z,Hannah,"Walker, John"
24669,Great Britain,,Hannah,"Eagles, Thomas"
24670,Great Britain,,Bolden,"Elworthy, John"
24671,Great Britain,,Content,"Brodie, William"
24672,Great Britain,,Polly,"Shepherd, Shelah"
24673,Great Britain,,Nancy,"Williams, Roger"
24674,Great Britain,,King of Sherbro,"Harrison, William"
24675,Great Britain,,Sisters,"Kirkby, Henry"
24676,Great Britain,,Dimbia,"Bare, Francis"
24677,Great Britain,,African Queen,"Willcock, Blackburn"
24678,Great Britain,,Cavendish,"Penny, James"
24679,Great Britain,,Cavendish,"Penny, James"
24680,Great Britain,,Charlotte,"Roberts, Thomas<br/> Quirk, Cornelius"
24681,Great Britain,,Lancashire Witch,"Coile, James<br/> Patrickson, Thomas"
24682,Great Britain,,Lancashire Witch,"Patrickson, Thomas"
24683,Great Britain,,Lancashire Witch,"Greaves, George<br/> Patrickson, Thomas"
24684,Great Britain,,Triton,"Birch, William<br/> Siggins, Simon"
24685,Great Britain,,Diana,"Rymer, Peter"
24686,Great Britain,,Favourite,
24687,Great Britain,,Africa,"White, A<br/> Wilson, David"
24688,Great Britain,,Africa,"Tittle, John"
24689,Great Britain,,Bridson,"Bird, Lancelot<br/> Platt, John"
24690,Great Britain,,Providence,"Smith, Richard"
24691,Great Britain,,Nancy,"Cazneau, Joseph"
24692,Great Britain,,Tom,"Caton, Joseph"
24693,Great Britain,,Tom,"Caton, Joseph"
24694,Great Britain,,Tom,"Caton, Joseph"
24695,Great Britain,,Tom,"Caton, Joseph"
24696,Great Britain,,Jane,"Bird, John"
24697,Great Britain,,Benin,"Coil, James"
24698,Great Britain,,Benin,"Coil, James<br/> Taylor, A"
24699,Great Britain,,Benin,"Chapman, William"
24700,Great Britain,1775-01-28T00:00:00Z,Benin,"Blundell, Thomas"
24701,Great Britain,,Echo,"Anderson, Samuel"
24702,Great Britain,,Echo,"Anderson, Samuel"
24703,Great Britain,,Violett,"Seaman, William"
24704,Great Britain,,Violett,"Seaman, William"
24705,Great Britain,,Violett,"Seaman, William"
24706,Great Britain,,Violett,"Matthews, John"
24707,Great Britain,,Violett,"Matthews, John"
24708,Great Britain,,Molly,"Black, Robert"
24709,Great Britain,,Nancy,"Williams, Roger"
24710,Great Britain,,Polly,"Mara, Daniel<br/> Dyer, William"
24711,Great Britain,,Robert,"Johnson, Robert"
24712,Great Britain,,John,"Bold, Arthur"
24713,Great Britain,1772-08-13T00:00:00Z,John,"Bold, Arthur"
24714,Great Britain,,Ann,"Wallace, Thomas"
24715,Great Britain,,Hare,"Looney, Thomas<br/> Chapman, William"
24716,Great Britain,,Hare,"Chapman, William"
24717,Great Britain,,Squirrel,"Thomas, Thomas"
24718,Great Britain,,Lord Grey,"Birch, Caleb"
24719,Great Britain,,Jordan,"Seaman, Thomas"
24720,Great Britain,,Jordan,"Seaman, Thomas"
24721,Great Britain,,Betsey,"Babcock, Elias<br/> Cawson, David"
24722,Great Britain,,John,"Fisher, Joseph"
24723,Great Britain,,Rumbold,"Finch, Michael"
24724,Great Britain,,Rumbold,"Finch, Michael"
24725,Great Britain,,Rumbold,"Thompson, John"
24726,Great Britain,,Rumbold,"Thompson, John<br/> Sarrat, Thomas"
24727,Great Britain,,Rumbold,"Finch, Michael<br/> Syers, Robert"
24728,Great Britain,,Rumbold,"Syers, Robert"
24729,Great Britain,,Ann,"McVicar, Duncan"
24730,Great Britain,,Yannemerais,"Hodgson, Thomas<br/> Seton, George"
24731,Great Britain,,Yannemerais,"Atkinson, Thomas"
24732,Great Britain,,Myrtle,"Brettargh, William<br/> Welch"
24733,Great Britain,,Myrtle,"Brettargh, William"
24734,Great Britain,,Myrtle,"Brettargh, William"
24735,Great Britain,,Myrtle,"Yates, Peter"
24736,Great Britain,1770-01-12T00:00:00Z,Dobson,"Potter, John"
24737,Great Britain,,William,"Setton, William"
24738,Great Britain,,Portland,"Gawith, Samuel"
24739,Great Britain,,Portland,"Gawith, Samuel<br/> Hill, John"
24740,Great Britain,,Rose,"Welch, James"
24741,Great Britain,,Rose,"Welch, James"
24742,Great Britain,,Rose,"Welch, James<br/> Lawson"
24743,Great Britain,,Ingram,"Green, Ambrose"
24744,Great Britain,,Fox,"Brodie, William<br/> McLane, Patrick"
24745,Great Britain,,York,"Wilson, Robert<br/> Ralph, Thomas"
24746,Great Britain,,York,"Wilson, Robert"
24747,Great Britain,,York,"Wilson, Robert"
24748,Great Britain,,York,"Adams, John"
24749,Great Britain,,York,"Adams, John"
24750,Great Britain,,Lord Cassils,"Tittle, John"
24751,Great Britain,,Corsican Hero,"Noble, William"
24752,Great Britain,,Fly,"Frazier, James<br/> Paisley, James"
24753,Great Britain,,Esther,"Townshend, Richard<br/> Dobson, John"
24754,Great Britain,,Esther,"Dawson, John"
24755,Great Britain,,Delight,"Millroy, William<br/> Barber, John"
24756,Great Britain,,Cameranca,"Allanby, John<br/> Markland, H"
24757,Great Britain,,True Friends,"Brodie, William"
24758,Great Britain,1770-05-31T00:00:00Z,Unity,"Norris, Robert"
24759,Great Britain,,Unity,"Norris, Robert"
24760,Great Britain,,Whim,"Colley, James"
24761,Great Britain,,Whim,"Bryning, James"
24762,Great Britain,,Matty,"Pearson, James<br/> Quest, J"
24763,Great Britain,,Betty,"Nowland, Daniel"
24764,Great Britain,,Hector,"Parke, Nonus"
24765,Great Britain,,Hector,"Parke, Nonus"
24766,Great Britain,,Hector,"Doyle, Edmund<br/> Griffiths, William"
24767,Great Britain,,Hector,"Griffith, W<br/> Sime, John<br/> Baillie, John"
24768,Great Britain,,Little Brittain,"Power, John"
24769,Great Britain,,Alice,"Draper, James"
24770,Great Britain,,Friendship,"Saul, William"
24771,Great Britain,,Martha,"Bisbrown, John"
24772,Great Britain,,Little Ben,"Bostock, Robert"
24773,Great Britain,,Little Ben,"Bostock, Robert"
24774,Great Britain,,Bee,"Wilkinson, John<br/> Rhind, Alex"
24775,Great Britain,,Kissie,"Charles, John"
24776,Great Britain,,William,"Eccles, John"
24777,Great Britain,,Apollo,"Fisher, Edward"
24778,Great Britain,,Mars,"Holland, Francis"
24779,Great Britain,,Mars,"Holland, Francis"
24780,Great Britain,,Mars,"Holland, Francis"
24781,Great Britain,,Mars,"Holland, Francis"
24782,Great Britain,,Mars,"Holland, Francis"
24783,Great Britain,,Aston,"Clifton, John"
24784,Great Britain,,Aston,"Clifton, John<br/> Courtney, Henry"
24785,Great Britain,,Andromache,"Sharpe, James"
24786,Great Britain,,Andromache,"Sharpe, James"
24787,Great Britain,,Lilly,"Salcraig, James"
24788,Great Britain,,Lilly,"Salcraig, James"
24789,Great Britain,,Lilly,"Houghton, John<br/> Salcraig, James"
24790,Great Britain,,Lilly,"Crowdson, James<br/> Houghton, John"
24791,Great Britain,,Jenny,"Webster, Richard"
24792,Great Britain,,Mercury,"Hutton, William"
24793,Great Britain,,Peggy,"Smith, Richard"
24794,Great Britain,,George,"Bare, Francis"
24795,Great Britain,,Gregson,"Hanley, Richard"
24796,Great Britain,,Gregson,"Hanley, Richard"
24797,Great Britain,,Gregson,"Hanley, Richard"
24798,Great Britain,,Gregson,"Hanley, Richard"
24799,Great Britain,,Gregson,"Hanley, Richard"
24800,Great Britain,,Gregson,"Wotherspoon, Alex"
24801,Great Britain,,Gregson,"Boyd, Robert"
24802,Great Britain,,Liberty,"Hughes, Thomas"
24803,Great Britain,,Fanny,"Ellison, David<br/> Limeburner, Josh"
24804,Great Britain,,George,"Fletcher, John<br/> McLairn"
24805,Great Britain,,Peggy,"Pole, Charles"
24806,Great Britain,,Molly,"Rowe, James Benn"
24807,Great Britain,,Barbados Packet,"Williams, Thomas"
24808,Great Britain,,Barbados Packet,"Barwis, David<br/> Hudson, Harrison"
24809,Great Britain,,Robert,"Mitchell, Robert"
24810,Great Britain,,Bacchus,"Barber, John"
24811,Great Britain,,Ingram,"Paisley, James"
24812,Great Britain,,Fox,"Beard, John"
24813,Great Britain,,Charlotte,"Barrow, William"
24814,Great Britain,,Renown,"Pemberton, Samuel"
24815,Great Britain,,Renown,"Bare<br/> Clegg, Richard"
24816,Great Britain,,Edward,"Grayson, Henry"
24817,Great Britain,,Edward,"Grayson, Henry"
24818,Great Britain,,Edgar,"Simmons, John"
24819,Great Britain,,Edgar,"Simmons, John"
24820,Great Britain,,Edgar,"Shaw<br/> Simmons, John"
24821,Great Britain,,Blossom,"Briggs, William"
24822,Great Britain,,Kitty,"Postlethwaite, Wm"
24823,Great Britain,,Jenny,"Lawson, Peter"
24824,Great Britain,,Swift,"Lang, Samuel"
24825,Great Britain,,Fly,"Richardson, William"
24826,Great Britain,,Charles,"Hollinsworth, John"
24827,Great Britain,,Charles,"Hollinsworth, John"
24828,Great Britain,,Charles,"Hurst, William"
24829,Great Britain,,Charles,"Hurst, William"
24830,Great Britain,,Charles,"Hurst, William"
24831,Great Britain,,Nancy,"Cazneau, Joseph"
24832,Great Britain,,Corsican Hero,"Smythe, Richard"
24833,Great Britain,1771-01-13T00:00:00Z,True Blue,"Griffith, Richard<br/> Goad, William"
24834,Great Britain,,Essex,"Naylor, William"
24835,Great Britain,,Essex,"Forsyth, John<br/> Naylor, William"
24836,Great Britain,,Essex,"Houghton, John<br/> Matthews, John"
24837,Great Britain,,Essex,"Houghton, John"
24838,Great Britain,,Essex,"Abraham, Ralph"
24839,Great Britain,,Two Brothers,"Fisher, Ralph"
24840,Great Britain,,Bolden,"Elworthy, John"
24841,Great Britain,,Sisters,"Kirkby, Henry<br/> Morrison, Peter"
24842,Great Britain,,Swift,"Sime, John"
24843,Great Britain,,Elizabeth,"Sullivan, Jeremiah"
24844,Great Britain,,Elizabeth,"Rowe, Francis"
24845,Great Britain,,Elizabeth,"Rowe, Francis"
24846,Great Britain,,Elizabeth,"Rowe, Francis<br/> Smith, Thomas"
24847,Great Britain,,Elizabeth,"Smith, Thomas"
24848,Great Britain,,Richard,"Kirkpatrick, Samuel"
24849,Great Britain,,Richard,"Kirkpatrick, Samuel"
24850,Great Britain,,Richard,"Kirkpatrick, Samuel"
24851,Great Britain,,Glory,"Williams, Roger"
24852,Great Britain,,Ann,"Kennedy, John"
24853,Great Britain,,Ann,"Kennedy, John"
24854,Great Britain,,Industry,"Pountney, Thomas"
24855,Great Britain,,Industry,"Pountney, Thomas<br/> Ireland, Grace"
24856,Great Britain,,Juno,"Dawson, John"
24857,Great Britain,,Juno,"Dawson, John<br/> Wallace, Thomas"
24858,Great Britain,,Juno,"Skelhorn, John<br/> Webster, Richard"
24859,Great Britain,,Duke of Bridgewater,"Adamson, Thomas"
24860,Great Britain,,Bella,"Rymer, Thomas"
24861,Great Britain,,Bella,"Rymer, Thomas"
24862,Great Britain,,Bella,"Rymer, Thomas"
24863,Great Britain,,Bella,"Johnson, Joshua"
24864,Great Britain,,Bella,"Bisbrown, E<br/> Fletcher, Thomas<br/> Barclay"
24865,Great Britain,,Friendship,"Field, Stephen"
24866,Great Britain,,Friendship,"Field, Stephen"
24867,Great Britain,,William,"Graham<br/> Rigmaiden, Thomas"
24868,Great Britain,,William,"Graham, William<br/> Rigmaiden, Thomas"
24869,Great Britain,,William,"Graham, William"
24870,Great Britain,,Jenny,"Morson, Robert"
24871,Great Britain,,Austin,"Thyer, Robert"
24872,Great Britain,,Austin,"Wilcox, Daniel"
24873,Great Britain,,Austin,"Beatty, Robert"
24874,Great Britain,,Austin,"Dennison, Walter<br/> Sarrat"
24875,Great Britain,,African Queen,"North, Thomas"
24876,Great Britain,1771-04-14T00:00:00Z,Saville,"Kendall, James"
24877,Great Britain,,Carrick,"Bickerstaff, William"
24878,Great Britain,,Carrick,"Bickerstaff, William<br/> Fenton, Peter"
24879,Great Britain,,Kitty,"Brown, James"
24880,Great Britain,,Will,"Spencer, Joseph"
24881,Great Britain,,Patty,"Parkinson, Robert"
24882,Great Britain,,Patty,"Parkinson, Robert"
24883,Great Britain,,Ann,"Brown, David<br/> Power, John"
24884,Great Britain,,Shark,"McVicar, Duncan"
24885,Great Britain,,Lord North,"Birch, Caleb"
24886,Great Britain,,Lord North,"Birch, Caleb"
24887,Great Britain,,Lord North,"Birch, Caleb<br/> Shannon, George"
24888,Great Britain,,Dobson,"Potter, John"
24889,Great Britain,,John,"Hutton, Thomas"
24890,Great Britain,,Lord Cassils,"Madden, Henry<br/> McCutchen, Samuel"
24891,Great Britain,,Molly,"Duesberry, Robert<br/> Moore, John"
24892,Great Britain,,Molly,"Johnson, James"
24893,Great Britain,,Molly,"Jones, William<br/> Johnson, James"
24894,Great Britain,,Molly,"May, John"
24895,Great Britain,,Meredith,"Wilding, Richard<br/> Quirk, Cornelius"
24896,Great Britain,,Matty,"Burrows, Benjamin<br/> Pemberton, Samuel"
24897,Great Britain,,Portland,"Hill, John"
24898,Great Britain,,Cameranca,"Allen, William<br/> Pritchard"
24899,Great Britain,,Saville,"Dawson, John<br/> Kendall, Robert"
24900,Great Britain,,Lively,"Clifton, John<br/> Courtney, Henry"
24901,Great Britain,,Lively,"Dardis, John"
24902,Great Britain,,Lively,"Beynon, Thomas<br/> Dardis, John"
24903,Great Britain,,Lively,"Beynon, Thomas<br/> Davies"
24904,Great Britain,,Dispatch,"Ellison, David"
24905,Great Britain,,Ferrett,"Kirby<br/> Wills, John"
24906,Great Britain,,Ferrett,"Wills, John"
24907,Great Britain,,Ferrett,"Wills, John"
24908,Great Britain,,Providence,"Berry, Richard"
24909,Great Britain,,Robert,"Briggs, James"
24910,Great Britain,,Cavendish,"Williams, Thomas"
24911,Great Britain,,Cavendish,"Williams, Thomas"
24912,Great Britain,,Cavendish,"Quirk, Cornelius<br/> French, Dominic"
24913,Great Britain,,Alethea,"Anderson, Samuel"
24914,Great Britain,,Alethea,"Anderson, Samuel"
24915,Great Britain,,Alethea,"Hughes, Joseph"
24916,Great Britain,,Two Brothers,"Glenn, Hugh"
24917,Great Britain,,Two Brothers,"Glenn, Hugh"
24918,Great Britain,,Two Brothers,"Moore, John<br/> Jones<br/> Wilson, John"
24919,Great Britain,,Two Brothers,"Dawson, William"
24920,Great Britain,,Birch,"Spencer, William<br/> Anderson, George"
24921,Great Britain,,Jilliwar,"Graham, William"
24922,Great Britain,,Two Brothers,"Glenn, Hugh"
24923,Great Britain,,Hawke,"Ralph, Thomas"
24924,Great Britain,,Hawke,"Ralph, Thomas"
24925,Great Britain,,Hawke,"Rimmer, James"
24926,Great Britain,,Hawke,"Ralph, Thomas"
24927,Great Britain,,Lark,"Heyes, James"
24928,Great Britain,,Peggy,"Sharpe, William"
24929,Great Britain,,Ferrett,"Kirby, Christopher"
24930,Great Britain,,May,"Sime, John"
24931,Portugal / Brazil,,Bom Jesus e NS da Conceição,"Dourado, Domingos Fernandes"
24932,Portugal / Brazil,,S Antônio e Almas,"Cubelos, Antônio de"
24933,Portugal / Brazil,,NS das Brotas e S Gonçalo,"Ribeiro, Ambrósio"
24934,Portugal / Brazil,,Todos os Santos,"Ponte, José de Souza"
24935,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Silva, Domingos da"
24936,Portugal / Brazil,,S Antônio e Almas,"Pereira, Francisco Álvares"
24937,Portugal / Brazil,,Todos os Santos,"Ponte, José de Souza"
24938,Portugal / Brazil,,S Antônio e S Luís,"Luís, José<br/> Apolinário, Manoel Luis"
24939,Portugal / Brazil,,NS do Rosario S Antônio e Almas,"Falcão, Roque"
24940,Portugal / Brazil,,NS da Piedade e S Antônio,"Meireles, Manoel Rodrigues"
24941,Portugal / Brazil,,Bom Jesus e NS da Conceição,"Brochado, João Rodrigues"
24942,Portugal / Brazil,,NS da Esperança e S Antônio,"Dias, Domingos"
24943,Portugal / Brazil,,Bom Jesus de Bouças e S Antônio,"Andrade, Manoel da Silveira de"
24944,Portugal / Brazil,,Bom Jesus da Graça e S João Batista,"Pinto, Domingos Fernandes"
24945,Portugal / Brazil,,NS do Pilar e S Félix,"Souza, Valentim de"
24946,Portugal / Brazil,,NS da Conceição e S Antônio,"Afonso, Inácio (a) Fonseca, Remigio da"
24947,Portugal / Brazil,,S Cruz e NS da Boa Hora,"Lopes, Manoel Inácio"
24948,Portugal / Brazil,,Jesus Maria José,"Garcia, Francisco"
24949,Portugal / Brazil,,NS da Ajuda e S Antônio,"Mendes, Francisco"
24950,Portugal / Brazil,,Santíssimo Sacramento e NS das Neves,"Carvalho, Antônio Martins de"
24951,Portugal / Brazil,,NS do Rosario e S Antônio da Barra,"Almeida, Jerônimo de Fonseca"
24952,Portugal / Brazil,,S Cristo e NS da Conceição,"Brandão, José Marques"
24953,Portugal / Brazil,,S Antônio dos Coqueiros,"Pereira, Constantino de Azevedo<br/> Porto, Manoel da Costa"
24954,Portugal / Brazil,,S Antônio e Almas,"Costa, Manoel da"
24955,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Gonçalves, Francisco"
24956,Portugal / Brazil,,NS das Brotas e S Gonçalo,"Ribeiro, Ambrósio"
24957,Portugal / Brazil,,NS do Rosario e S Antônio,"Lima, José Luís"
24958,Portugal / Brazil,,S Antônio,"Colaço, Manoel"
24959,Portugal / Brazil,,NS do Rosario S Antônio e Almas,"Gomes, Domingos"
24960,Portugal / Brazil,,NS do Pilar e Monserrat,"Lopes, Sebastião<br/> Brochado, João Rodrigues"
24961,Portugal / Brazil,,NS do Rosario e S Francisco do Monte,"Mesquita, João Dias de<br/> Dourado, Domingos Fernandes"
24962,Portugal / Brazil,,S Cristo e NS da Conceição,"Brandão, José Marques"
24963,Portugal / Brazil,,NS da Conceição e S Antônio,"Castro, José de"
24964,Portugal / Brazil,,NS de Nazaré e S Antônio das Barreiras,"Souza, Francisco de"
24965,Portugal / Brazil,,S Antônio e S Luís,"Azevedo, Constantino"
24966,Portugal / Brazil,,NS de Guadalupe Almas e S Antônio,"Furtado, João de Meireles"
24967,Portugal / Brazil,,Santíssimo Sacramento e NS das Neves,"Martins, Antônio"
24968,Portugal / Brazil,,NS da Piedade e S Antônio,"Bandeira, Antônio Fernandes<br/> Costa, Estevão da"
24969,Portugal / Brazil,,NS da Ajuda S Antônio e Almas,"Amorim, Domingos de"
24970,Portugal / Brazil,,Bom Jesus de Bouças S Antônio e Almas,"Coelho, José Batista"
24971,Portugal / Brazil,,NS do Monserrat e S Cristóvão,"Leal, Pedro Barbosa<br/> Lima, João da Mota"
24972,Portugal / Brazil,,NS das Brotas e S Antônio da Barra,"Batista, Manoel Francisco"
24973,Portugal / Brazil,,S Estevão e NS da Luz,"Cubelos, Antônio de"
24974,Portugal / Brazil,,Bom Jesus e NS da Conceição,"Viana, Domingos da Rocha"
24975,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Gonçalves, Francisco"
24976,Portugal / Brazil,,NS da Ajuda Conceição e Santiago,"Almeida, Jerônimo de"
24977,Portugal / Brazil,,S Antônio dos Coqueiros,"Porto, Manoel da Costa"
24978,Portugal / Brazil,,S Antônio e S Luís,"Freitas, Veríssimo de"
24979,Portugal / Brazil,,S Cristo e NS da Conceição,"Brandão, José Marques"
24980,Portugal / Brazil,,NS de Nazaré e S Antônio das Barreiras,"Souza, Francisco de"
24981,Portugal / Brazil,,S José de Ribamar,"Lopes, Sebastião"
24982,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Gonçalves, Francisco"
24983,Portugal / Brazil,,NS do Rosario e S Francisco do Monte,"Dourado, Domingos Fernandes"
24984,Portugal / Brazil,,NS do Monserrat e S Cristóvão,"Lima, João da Mota"
24985,Portugal / Brazil,,NS do Rosario S Antônio e Almas (a) Boa,"Colaço, Manoel"
24986,Portugal / Brazil,,NS da Piedade e S Antônio,"Coelho, José Pereira"
24987,Portugal / Brazil,,S Antônio,"Gonçalves, Antônio"
24988,Portugal / Brazil,,Santíssimo Sacramento e NS da Luz,"Lopes, Manoel Ferreira"
24989,Portugal / Brazil,,NS da Piedade,"Ferreira, Manoel"
24990,Portugal / Brazil,,S Cruz,"Figueira, Manoel Dias"
24991,Portugal / Brazil,,Bom Jesus e NS da Conceição,"Viana, Domingos da Rocha"
24992,Portugal / Brazil,,NS da Ajuda S Antônio e Almas,"Amorim, Domingos de"
24993,Portugal / Brazil,,NS das Brotas e S Gonçalo,"Ribeiro, Ambrósio"
24994,Portugal / Brazil,,NS das Brotas e S Antônio da Barra,"Pinto, Pedro Fernandes"
24995,Portugal / Brazil,1709-04-28T00:00:00Z,Bom Jesus de Bouças e S João Batista,"Abreu, Manoel Texeira de<br/> Hingrand"
24996,Portugal / Brazil,,NS de Guadalupe Almas e S Antônio,"Porto, Antônio Manoel da Costa"
24997,Portugal / Brazil,,NS da Piedade,"Lara, José Carvalho"
24998,Portugal / Brazil,,NS do Pilar e Monserrat,"Brochado, João Rodrigues"
24999,Portugal / Brazil,,NS do Rosario e S Francisco do Monte,"Dourado, Domingos Fernandes"
25000,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Rocha, Manoel da"
25001,Portugal / Brazil,,NS do Monserrat e S Cristóvão,"Lima, João da Mota"
25002,Portugal / Brazil,,NS do Cabo e S Antônio,"Matos, João de"
25003,Portugal / Brazil,,S Cristo e NS da Conceição,"Brandão, José Marques"
25004,Portugal / Brazil,,NS da Conceição S Antônio e Almas,"Costa, Antônio da"
25005,Portugal / Brazil,,NS do Rosario S Antônio e Almas,"Batista, Francisco"
25006,Portugal / Brazil,,NS da Conceição e S Antônio do Vale da Piedade,"Gonçalves, Manoel"
25007,Portugal / Brazil,,Bom Jesus e NS da Conceição,"Viana, Domingos da Rocha"
25008,Portugal / Brazil,,S José de Ribamar,"Lima, João de Souza"
25009,Portugal / Brazil,,NS das Brotas e S Gonçalo,"Santos, João dos"
25010,Portugal / Brazil,,NS de Nazaré e S Antônio das Barreiras,"Souza, Francisco de"
25011,Portugal / Brazil,,S Francisco Xavier,"Brandão, José Rodrigues"
25012,Portugal / Brazil,,NS da Piedade e S Antônio,"Caldas, Manoel Ferreira"
25013,Portugal / Brazil,,NS da Ajuda S Antônio e Almas,"Amorim, Domingos de"
25014,Portugal / Brazil,,S Antônio e Almas,"Escolar, Manoel"
25015,Portugal / Brazil,,Santissimo Sacramento e NS da Luz,"Lopes, Manoel Ferreira"
25016,Portugal / Brazil,,S Antônio e Almas,"Almeida, Francisco Silva de"
25017,Portugal / Brazil,,S João Almas NS do Pilar e Monserrat,"Brochado, João Rodrigues"
25018,Portugal / Brazil,,NS do Monserrat e S Cristóvão,"Araújo, Francisco de Freitas"
25019,Portugal / Brazil,,NS da Ajuda e S Francisco Xavier,"Rocha, Manoel da"
25020,Portugal / Brazil,,NS da Conceição e S Antônio do Vale da Piedade,"Fialho, João de Matos"
25021,Portugal / Brazil,,NS do Amparo S Antônio e Almas,"André, Manoel"
25022,Portugal / Brazil,,NS da Piedade e S Antônio,"Rêgo, Luís da Silva"
25023,Portugal / Brazil,,Bom Jesus de Bouças e NS da Conceição,"Caldas, Domingos Mendes de"
25024,Portugal / Brazil,,Santíssimo Sacramento e NS das Neves,"Lopes, Manoel Ferreira"
